txn_id,utr_ref,date,time,from_account_no,from_account_name,from_bank,to_account_no,to_account_name,to_bank,amount,mode
TXN00014,UTR928409107391,2024-10-02,14:27:03,32412415786,Rakesh Kumar,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,UPI
TXN01247,UTR693727001600,2024-10-03,06:05:09,64162634588,Rajesh Sinha,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,Cash Deposit
TXN00764,UTR158879464298,2024-10-03,07:34:30,44760461844,Farhan Ahmed,Punjab National Bank,71327117523,Ishita Bose,SBI,1200,IMPS
TXN01405,UTR504535800679,2024-10-03,08:06:14,32437664397,Manoj Tiwari,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,NEFT
TXN01075,UTR508561992818,2024-10-03,08:29:11,99323421683,Tanvi Joshi,HDFC Bank,54219677717,Deepak Chaudhary,ICICI Bank,2500,IMPS
TXN00721,UTR327047571622,2024-10-03,11:33:30,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,78264257436,Naveen Kumar Sharma,SBI,35000,NEFT
TXN00514,UTR601351907652,2024-10-03,12:07:25,82760561101,Guddi Bai,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,NEFT
TXN00545,UTR987151545981,2024-10-03,18:25:27,44396022575,Chandu Meena,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,UPI
TXN00509,UTR604341505087,2024-10-04,08:50:52,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,82760561101,Guddi Bai,SBI,35000,NEFT
TXN00657,UTR645511978137,2024-10-04,09:27:57,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,69705333835,Priya Singh,SBI,22000,NEFT
TXN01409,UTR575132688902,2024-10-04,14:27:45,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,32437664397,Manoj Tiwari,Kotak Mahindra Bank,60000,NEFT
TXN00623,UTR705202349783,2024-10-04,16:47:16,68826141830,Suresh Kumar Jain,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,NEFT
TXN00195,UTR436441801665,2024-10-04,18:23:48,43686792403,Salman Qureshi,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,Cash Withdrawal
TXN00617,UTR412713954715,2024-10-04,23:32:48,68826141830,Suresh Kumar Jain,Axis Bank,49471531912,Mahesh Chand Gupta,ICICI Bank,7500,NEFT
TXN00563,UTR107548335782,2024-10-05,08:55:17,24798510995,Rustam Ali,Bank of Baroda,65117077513,Abid Khan,Kotak Mahindra Bank,500,UPI
TXN01068,UTR780807684719,2024-10-05,11:17:04,99323421683,Tanvi Joshi,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,Cash Deposit
TXN00775,UTR467856685210,2024-10-05,13:53:40,44760461844,Farhan Ahmed,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,Cash Withdrawal
TXN01172,UTR733221313646,2024-10-05,20:40:47,75073462726,Meera Nair,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,Cash Deposit
TXN00888,UTR440731271746,2024-10-05,22:48:45,79909315319,Pranay Dutta Roy,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,Cash Deposit
TXN00631,UTR350142452216,2024-10-06,06:56:42,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,69705333835,Priya Singh,SBI,22000,NEFT
TXN01025,UTR163348506861,2024-10-06,11:17:29,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,64281559570,Rohan Kapoor,HDFC Bank,22000,NEFT
TXN00108,UTR582126059842,2024-10-06,13:24:50,55933722348,Vikas Tomar,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,UPI
TXN00178,UTR634929065650,2024-10-06,16:33:21,43686792403,Salman Qureshi,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,Cash Deposit
TXN00128,UTR263669998990,2024-10-06,20:42:35,42679916140,Imran Sheikh,HDFC Bank,43686792403,Salman Qureshi,SBI,2500,NEFT
TXN01411,UTR262373296036,2024-10-07,07:16:14,32437664397,Manoj Tiwari,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,UPI
TXN01392,UTR451683122555,2024-10-07,09:53:36,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,68815550998,Poonam Chawla,Punjab National Bank,18000,NEFT
TXN00383,UTR843380902946,2024-10-07,12:17:48,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,05606834229,Lakhan Singh Bhatti,SBI,35000,NEFT
TXN00637,UTR260380661735,2024-10-07,14:02:14,69705333835,Priya Singh,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,Cash Withdrawal
TXN01297,UTR430609465482,2024-10-07,14:43:33,52365451928,Farhana Begum,Kotak Mahindra Bank,08198427361,Amit Verma,SBI,1200,RTGS
TXN01181,UTR133607827854,2024-10-07,16:19:27,75073462726,Meera Nair,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,IMPS
TXN00524,UTR655493361132,2024-10-07,16:25:31,82760561101,Guddi Bai,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,Cash Withdrawal
TXN00517,UTR506642508456,2024-10-07,19:25:55,82760561101,Guddi Bai,SBI,18633362450,Ajay Yadav,HDFC Bank,500,NEFT
TXN00277,UTR101827200727,2024-10-07,20:40:21,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,08198427361,Amit Verma,SBI,60000,NEFT
TXN00899,UTR518021253456,2024-10-09,07:30:42,79909315319,Pranay Dutta Roy,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,RTGS
TXN01153,UTR995227602720,2024-10-09,10:08:58,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,09094330418,Karan Malhotra,HDFC Bank,18000,NEFT
TXN01383,UTR763716011864,2024-10-09,17:59:47,68815550998,Poonam Chawla,Punjab National Bank,32437664397,Manoj Tiwari,Kotak Mahindra Bank,500,Cash Withdrawal
TXN00610,UTR782724057674,2024-10-09,18:13:41,68826141830,Suresh Kumar Jain,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,UPI
TXN01385,UTR522343046004,2024-10-09,21:13:06,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,68815550998,Poonam Chawla,Punjab National Bank,22000,NEFT
TXN01242,UTR344738671840,2024-10-10,06:41:47,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,64162634588,Rajesh Sinha,SBI,35000,NEFT
TXN01344,UTR678747330203,2024-10-10,17:52:58,35059071685,Sunita Rawat,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,NEFT
TXN00516,UTR265893584976,2024-10-10,22:16:17,82760561101,Guddi Bai,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,UPI
TXN01015,UTR550000564421,2024-10-10,23:04:39,64281559570,Rohan Kapoor,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,RTGS
TXN00722,UTR373070277910,2024-10-11,12:22:54,78264257436,Naveen Kumar Sharma,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,RTGS
TXN00850,UTR548588976054,2024-10-11,15:58:11,94695183670,Vivek Malhotra,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,RTGS
TXN00564,UTR590718912491,2024-10-11,18:10:42,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,24798510995,Rustam Ali,Bank of Baroda,22000,NEFT
TXN01206,UTR842495901178,2024-10-12,07:34:52,65117077513,Abid Khan,Kotak Mahindra Bank,44396022575,Chandu Meena,Axis Bank,500,UPI
TXN00261,UTR877563467213,2024-10-12,20:03:08,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,64733283579,Nikhil Sharma,Punjab National Bank,60000,NEFT
TXN01330,UTR633185798985,2024-10-12,20:49:04,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,76092570588,Deepak Yadav,SBI,22000,NEFT
TXN00334,UTR775265425476,2024-10-12,22:56:51,16568651026,Bhola Prasad,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,IMPS
TXN00150,UTR774760846072,2024-10-12,23:01:18,54219677717,Deepak Chaudhary,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,NEFT
TXN00181,UTR218998120604,2024-10-13,09:59:51,43686792403,Salman Qureshi,SBI,32437664397,Manoj Tiwari,Kotak Mahindra Bank,500,Cash Deposit
TXN01403,UTR979270148015,2024-10-13,13:47:03,32437664397,Manoj Tiwari,Kotak Mahindra Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,UPI
TXN00946,UTR437812008090,2024-10-13,18:05:43,41492355953,Arjun Mehta,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,UPI
TXN00890,UTR791377354690,2024-10-13,21:11:34,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,79909315319,Pranay Dutta Roy,Axis Bank,22000,NEFT
TXN00342,UTR296599276250,2024-10-14,13:14:14,16568651026,Bhola Prasad,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,NEFT
TXN01049,UTR782411060552,2024-10-14,22:35:59,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,86831863542,Neha Agarwal,Axis Bank,22000,NEFT
TXN00404,UTR990179081674,2024-10-15,06:30:54,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,05606834229,Lakhan Singh Bhatti,SBI,22000,NEFT
TXN00759,UTR471824660740,2024-10-15,17:24:47,44760461844,Farhan Ahmed,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,RTGS
TXN01210,UTR304898525950,2024-10-15,19:43:47,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,65117077513,Abid Khan,Kotak Mahindra Bank,45000,NEFT
TXN00573,UTR672657937473,2024-10-15,20:05:40,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,24798510995,Rustam Ali,Bank of Baroda,45000,NEFT
TXN00700,UTR358160857836,2024-10-16,16:34:07,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,41992454521,Anita Rani,Axis Bank,22000,NEFT
TXN00851,UTR587436077938,2024-10-16,17:50:20,94695183670,Vivek Malhotra,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,Cash Withdrawal
TXN00246,UTR837892248676,2024-10-17,08:30:52,64733283579,Nikhil Sharma,Punjab National Bank,99323421683,Tanvi Joshi,HDFC Bank,500,RTGS
TXN00316,UTR162338269439,2024-10-17,08:32:20,38037979360,Rohit Bansal,ICICI Bank,32412415786,Rakesh Kumar,SBI,7500,UPI
TXN00096,UTR660775658542,2024-10-17,09:39:59,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,55933722348,Vikas Tomar,ICICI Bank,60000,NEFT
TXN00830,UTR100680315658,2024-10-17,18:43:40,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,36247945967,Rekha Devi,Bank of Baroda,45000,NEFT
TXN00362,UTR502034424571,2024-10-18,11:00:43,80450816830,Chhotu Ansari,SBI,38037979360,Rohit Bansal,ICICI Bank,500,IMPS
TXN00301,UTR152286768920,2024-10-18,16:31:54,08198427361,Amit Verma,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,UPI
TXN01418,UTR611521429039,2024-10-18,18:45:33,18633362450,Ajay Yadav,HDFC Bank,55933722348,Vikas Tomar,ICICI Bank,15000,Cash Deposit
TXN01321,UTR949588008728,2024-10-19,07:38:30,76092570588,Deepak Yadav,SBI,38037979360,Rohit Bansal,ICICI Bank,4000,Cash Withdrawal
TXN00078,UTR758575045136,2024-10-19,11:03:47,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,55933722348,Vikas Tomar,ICICI Bank,45000,NEFT
TXN00241,UTR932183587218,2024-10-19,12:40:44,64733283579,Nikhil Sharma,Punjab National Bank,78264257436,Naveen Kumar Sharma,SBI,2500,IMPS
TXN00469,UTR588462945309,2024-10-19,13:20:16,90413217740,Pappu Solanki,Kotak Mahindra Bank,54219677717,Deepak Chaudhary,ICICI Bank,1200,IMPS
TXN00937,UTR363700793888,2024-10-20,06:46:10,41492355953,Arjun Mehta,ICICI Bank,64733283579,Nikhil Sharma,Punjab National Bank,4000,Cash Withdrawal
TXN01317,UTR323162640436,2024-10-20,10:45:58,76092570588,Deepak Yadav,SBI,99323421683,Tanvi Joshi,HDFC Bank,1200,UPI
TXN01183,UTR519102850388,2024-10-20,11:48:24,10884387334,Yash Chopra,Bank of Baroda,44396022575,Chandu Meena,Axis Bank,7500,Cash Withdrawal
TXN01286,UTR566318139912,2024-10-20,17:45:14,52365451928,Farhana Begum,Kotak Mahindra Bank,78264257436,Naveen Kumar Sharma,SBI,500,RTGS
TXN00424,UTR244284640417,2024-10-20,21:27:37,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,88481678051,Munna Tyagi,Punjab National Bank,22000,NEFT
TXN01087,UTR845402373523,2024-10-21,06:40:29,93902439957,Aditya Rathore,Axis Bank,05606834229,Lakhan Singh Bhatti,SBI,500,UPI
TXN00797,UTR239685552343,2024-10-21,13:50:23,35244533458,Sanjay Bhardwaj,Punjab National Bank,68040380973,Sunil Malik,ICICI Bank,1200,IMPS
TXN00456,UTR334557331764,2024-10-21,14:19:58,88481678051,Munna Tyagi,Punjab National Bank,65580053757,Kavita Devi,Bank of Baroda,7500,IMPS
TXN00006,UTR380746953536,2024-10-21,14:32:57,32412415786,Rakesh Kumar,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,Cash Withdrawal
TXN01419,UTR320784401199,2024-10-21,16:28:52,55933722348,Vikas Tomar,ICICI Bank,32412415786,Rakesh Kumar,SBI,6000,Cash Deposit
TXN00676,UTR199584656846,2024-10-21,18:57:17,18056893044,Ramesh Chandra Pandey,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,NEFT
TXN00170,UTR642521745226,2024-10-22,10:26:41,54219677717,Deepak Chaudhary,ICICI Bank,16568651026,Bhola Prasad,ICICI Bank,1200,Cash Deposit
TXN00165,UTR227554003935,2024-10-22,23:40:38,54219677717,Deepak Chaudhary,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,RTGS
TXN00831,UTR401159474408,2024-10-23,10:07:56,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,36247945967,Rekha Devi,Bank of Baroda,60000,NEFT
TXN00778,UTR491269202080,2024-10-23,10:21:24,44760461844,Farhan Ahmed,Punjab National Bank,80450816830,Chhotu Ansari,SBI,2500,Cash Withdrawal
TXN01244,UTR671627314073,2024-10-23,12:49:22,64162634588,Rajesh Sinha,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,Cash Withdrawal
TXN00306,UTR809026784843,2024-10-23,13:50:03,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,08198427361,Amit Verma,SBI,18000,NEFT
TXN00416,UTR681453485756,2024-10-23,16:08:03,05606834229,Lakhan Singh Bhatti,SBI,18633362450,Ajay Yadav,HDFC Bank,1200,RTGS
TXN01186,UTR307088583282,2024-10-23,17:04:26,10884387334,Yash Chopra,Bank of Baroda,42679916140,Imran Sheikh,HDFC Bank,1200,NEFT
TXN01400,UTR175586218879,2024-10-24,06:44:45,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,32437664397,Manoj Tiwari,Kotak Mahindra Bank,60000,NEFT
TXN00173,UTR185581496667,2024-10-24,07:29:29,43686792403,Salman Qureshi,SBI,65117077513,Abid Khan,Kotak Mahindra Bank,1200,RTGS
TXN00480,UTR205270382511,2024-10-24,09:32:54,90413217740,Pappu Solanki,Kotak Mahindra Bank,36247945967,Rekha Devi,Bank of Baroda,1200,UPI
TXN00845,UTR805786154473,2024-10-24,20:46:02,94695183670,Vivek Malhotra,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,Cash Deposit
TXN00926,UTR835686815186,2024-10-24,22:00:25,43588299843,Kavya Reddy,HDFC Bank,69705333835,Priya Singh,SBI,7500,NEFT
TXN01388,UTR981710728326,2024-10-25,08:13:24,68815550998,Poonam Chawla,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,RTGS
TXN00110,UTR548857883248,2024-10-25,18:03:57,55933722348,Vikas Tomar,ICICI Bank,54219677717,Deepak Chaudhary,ICICI Bank,500,IMPS
TXN00673,UTR861371107415,2024-10-25,20:15:17,18056893044,Ramesh Chandra Pandey,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,Cash Withdrawal
TXN01046,UTR163320610330,2024-10-25,20:48:57,86831863542,Neha Agarwal,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,NEFT
TXN00289,UTR258926011898,2024-10-25,21:40:47,08198427361,Amit Verma,SBI,79909315319,Pranay Dutta Roy,Axis Bank,2500,Cash Deposit
TXN00034,UTR912671552969,2024-10-26,09:37:07,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,68040380973,Sunil Malik,ICICI Bank,45000,NEFT
TXN00566,UTR820640969877,2024-10-26,12:05:03,24798510995,Rustam Ali,Bank of Baroda,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,UPI
TXN01062,UTR988535732694,2024-10-26,15:56:58,86831863542,Neha Agarwal,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,RTGS
TXN00838,UTR724228662716,2024-10-26,20:32:16,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,36247945967,Rekha Devi,Bank of Baroda,45000,NEFT
TXN00542,UTR408908554514,2024-10-27,06:00:38,44396022575,Chandu Meena,Axis Bank,08198427361,Amit Verma,SBI,1200,Cash Withdrawal
TXN00283,UTR389101420508,2024-10-27,08:02:19,08198427361,Amit Verma,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,UPI
TXN00058,UTR505460503720,2024-10-27,22:28:12,18633362450,Ajay Yadav,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,Cash Deposit
TXN00118,UTR110733053266,2024-10-28,08:29:36,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,42679916140,Imran Sheikh,HDFC Bank,35000,NEFT
TXN01003,UTR175471799672,2024-10-28,10:27:47,64281559570,Rohan Kapoor,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,UPI
TXN00801,UTR476290744260,2024-10-28,17:12:55,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,35244533458,Sanjay Bhardwaj,Punjab National Bank,22000,NEFT
TXN00895,UTR409144136764,2024-10-28,17:27:33,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,79909315319,Pranay Dutta Roy,Axis Bank,22000,NEFT
TXN01156,UTR429054556800,2024-10-28,21:40:41,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,09094330418,Karan Malhotra,HDFC Bank,22000,NEFT
TXN00931,UTR714350329326,2024-10-29,06:54:38,41492355953,Arjun Mehta,ICICI Bank,71327117523,Ishita Bose,SBI,1200,NEFT
TXN00770,UTR841237299525,2024-10-29,07:12:53,44760461844,Farhan Ahmed,Punjab National Bank,24798510995,Rustam Ali,Bank of Baroda,1200,RTGS
TXN00354,UTR886719401637,2024-10-29,11:11:36,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,80450816830,Chhotu Ansari,SBI,35000,NEFT
TXN01340,UTR541644656761,2024-10-29,11:35:47,35059071685,Sunita Rawat,HDFC Bank,23680352646,Simran Kaur,Kotak Mahindra Bank,7500,Cash Deposit
TXN01167,UTR957170507910,2024-10-29,13:46:43,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,75073462726,Meera Nair,ICICI Bank,60000,NEFT
TXN00419,UTR160750839144,2024-10-29,18:07:49,05606834229,Lakhan Singh Bhatti,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,Cash Withdrawal
TXN01026,UTR413403772348,2024-10-29,22:17:24,64281559570,Rohan Kapoor,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,IMPS
TXN00088,UTR492628874911,2024-10-29,22:44:26,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,55933722348,Vikas Tomar,ICICI Bank,45000,NEFT
TXN00817,UTR566828452559,2024-10-30,08:32:35,36247945967,Rekha Devi,Bank of Baroda,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,Cash Deposit
TXN00398,UTR709947589915,2024-10-30,11:17:57,05606834229,Lakhan Singh Bhatti,SBI,90413217740,Pappu Solanki,Kotak Mahindra Bank,7500,Cash Withdrawal
TXN00976,UTR665744600617,2024-10-30,14:40:49,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,23680352646,Simran Kaur,Kotak Mahindra Bank,45000,NEFT
TXN01414,UTR922025218340,2024-10-30,14:50:05,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,32437664397,Manoj Tiwari,Kotak Mahindra Bank,22000,NEFT
TXN01406,UTR604401891362,2024-10-30,19:13:18,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,32437664397,Manoj Tiwari,Kotak Mahindra Bank,45000,NEFT
TXN01204,UTR536317634275,2024-10-30,20:32:03,65117077513,Abid Khan,Kotak Mahindra Bank,64733283579,Nikhil Sharma,Punjab National Bank,1200,IMPS
TXN01057,UTR714001226677,2024-10-30,21:30:06,86831863542,Neha Agarwal,Axis Bank,08198427361,Amit Verma,SBI,2500,Cash Deposit
TXN00763,UTR181299723937,2024-10-31,07:28:29,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,44760461844,Farhan Ahmed,Punjab National Bank,22000,NEFT
TXN01378,UTR435234177666,2024-10-31,10:09:01,68815550998,Poonam Chawla,Punjab National Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,2500,RTGS
TXN00948,UTR235510408377,2024-10-31,13:55:28,41492355953,Arjun Mehta,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,RTGS
TXN00508,UTR473318166076,2024-10-31,22:10:02,82760561101,Guddi Bai,SBI,64281559570,Rohan Kapoor,HDFC Bank,1200,UPI
TXN00538,UTR896863407731,2024-11-01,08:43:53,44396022575,Chandu Meena,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,UPI
TXN01353,UTR921873697182,2024-11-01,14:51:43,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,35059071685,Sunita Rawat,HDFC Bank,35000,NEFT
TXN00207,UTR923157424101,2024-11-01,16:50:36,65580053757,Kavita Devi,Bank of Baroda,82760561101,Guddi Bai,SBI,500,UPI
TXN01316,UTR117039590723,2024-11-02,06:59:26,76092570588,Deepak Yadav,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,Cash Withdrawal
TXN00921,UTR878624264227,2024-11-02,17:53:15,43588299843,Kavya Reddy,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,500,Cash Withdrawal
TXN01137,UTR233384158655,2024-11-03,06:46:23,71327117523,Ishita Bose,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,RTGS
TXN00746,UTR826486918938,2024-11-03,08:06:33,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,78264257436,Naveen Kumar Sharma,SBI,45000,NEFT
TXN00988,UTR988733027575,2024-11-03,11:48:37,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,23680352646,Simran Kaur,Kotak Mahindra Bank,45000,NEFT
TXN00537,UTR626352449008,2024-11-03,19:51:05,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,44396022575,Chandu Meena,Axis Bank,22000,NEFT
TXN00124,UTR722993587105,2024-11-03,20:27:57,42679916140,Imran Sheikh,HDFC Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,UPI
TXN00209,UTR235114407548,2024-11-03,20:58:56,65580053757,Kavita Devi,Bank of Baroda,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,RTGS
TXN00286,UTR147736396692,2024-11-03,21:22:40,08198427361,Amit Verma,SBI,49471531912,Mahesh Chand Gupta,ICICI Bank,1200,RTGS
TXN00403,UTR148781137600,2024-11-03,21:38:56,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,05606834229,Lakhan Singh Bhatti,SBI,60000,NEFT
TXN00533,UTR600767300080,2024-11-03,23:09:48,44396022575,Chandu Meena,Axis Bank,80450816830,Chhotu Ansari,SBI,1200,UPI
TXN00943,UTR973124246359,2024-11-04,14:09:31,41492355953,Arjun Mehta,ICICI Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,7500,Cash Withdrawal
TXN01135,UTR191199233291,2024-11-04,16:43:48,71327117523,Ishita Bose,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,Cash Withdrawal
TXN00473,UTR945900157647,2024-11-04,20:55:56,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,90413217740,Pappu Solanki,Kotak Mahindra Bank,35000,NEFT
TXN00012,UTR719669394462,2024-11-05,14:26:07,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,32412415786,Rakesh Kumar,SBI,60000,NEFT
TXN01240,UTR141510762255,2024-11-05,18:16:09,64162634588,Rajesh Sinha,SBI,55933722348,Vikas Tomar,ICICI Bank,2500,RTGS
TXN00076,UTR452564631303,2024-11-06,12:17:21,18633362450,Ajay Yadav,HDFC Bank,68815550998,Poonam Chawla,Punjab National Bank,1200,RTGS
TXN00203,UTR756333624303,2024-11-06,12:37:24,65580053757,Kavita Devi,Bank of Baroda,82760561101,Guddi Bai,SBI,4000,Cash Withdrawal
TXN00265,UTR552906128651,2024-11-07,07:56:17,EXT113160374,Employer Pvt Ltd - Salary A/c,HDFC Bank,64733283579,Nikhil Sharma,Punjab National Bank,35000,NEFT
TXN00645,UTR926195482884,2024-11-07,15:30:17,69705333835,Priya Singh,SBI,52365451928,Farhana Begum,Kotak Mahindra Bank,7500,Cash Withdrawal
TXN00020,UTR545182546368,2024-11-07,17:59:11,32412415786,Rakesh Kumar,SBI,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,4000,UPI
TXN00853,UTR197815098828,2024-11-07,18:32:08,94695183670,Vivek Malhotra,Axis Bank,EXT082072761,Merchant/UPI Handle - Utility Payment,Payment Gateway,1200,NEFT
